Entropy,Duration
5.50514937015171,0.069659864
4.78184612835989,0.063854875
5.82363190568714,0.052244898
5.29310988949971,0.081269841
6.02971373172831,0.075464853
4.99351704326757,0.098684807
6.31956409481699,0.058049886
5.44507754876324,0.121904761
6.35895877707877,0.052244898
5.52340506000374,0.12770975
6.50753412562484,0.058049887
6.53536867917888,0.063854875
5.60433352500411,0.046439909
6.48603196785192,0.058049887
6.05626972849718,0.063854875
4.48316310706901,0.058049886
6.30881758484558,0.052244898
6.73394696290989,0.08707483
3.58908087609247,0.063854875
6.48240239419372,0.058049887
6.69489108912009,0.075464852
4.67682925040811,0.104489795
6.41671120848214,0.052244898
6.85753783488869,0.075464852
4.22160487157068,0.116099773
6.55446648265729,0.052244898
3.4925870709938,0.075464852
