Entropy,Duration
3.0117288993476,1.619591836
2.81107809849267,0.290249433
2.42359627261902,0.063854876
2.70877548499366,0.655963718
2.86566592331251,0.0638548759999999
3.03874026536088,0.638548752
3.19379299386595,2.014331065
3.70300271907929,0.191564626
2.97217909149485,1.068117913
2.72469511026128,0.319274376
2.88240798466216,0.667573696
3.03801846159583,0.69079365
2.70266854364576,0.412154195
3.60482101249352,0.139319728
2.27833345930697,0.0522448980000001
4.59168386372366,0.621133786
4.28453173557572,0.08707483
