Entropy,Duration
5.35741927544117,0.992653062
4.10952541013884,0.34829932
4.04449162194028,0.052244898
3.74053704120709,0.423764173
4.0730976424851,0.0638548759999999
4.40749066088562,0.830113379
4.37599511268716,0.3076644
5.07562845914256,0.406349207
5.36618755317933,0.243809524
4.19628667477744,1.950476191
3.76947277478677,0.342494332
4.75338141602447,0.191564626
6.19324340801089,0.0754648529999999
4.14933570803432,1.317732427
4.74731231988224,0.052244898
4.80844198768842,0.34829932
5.05813993214531,0.121904762
4.5057341682894,0.162539683
4.31048955548279,1.033287982
4.71999698306081,1.224852608
4.20259461594243,0.423764173
3.73267530500844,0.26122449
5.46903188066557,0.0812698409999999
4.16949375659946,0.354104309
4.94891682660155,0.377324264
6.05314326549836,0.052244898
4.76552524210732,0.359909298
4.39342840062517,0.098684807
4.92052475351753,0.95782313
4.80932172096736,0.667573697
5.19345336805917,0.0464399089999999
4.57465816007114,0.185759638
4.22649610638195,0.354104309
5.26228652285892,0.063854875
4.30355155230903,1.770521542
