Entropy,Duration
3.25806665497242,0.203174604
3.17587851179125,0.052244898
4.8393819712042,0.191564626
3.74890394705514,0.26122449
5.36260502427875,0.0522448979999999
4.09250106580347,0.359909298
4.27837665969636,0.394739229
4.67299819324056,0.458594105
3.13355871878476,0.110294785
4.92235620462295,0.203174604
3.50199357645473,0.232199547
4.45052342591421,0.284444445
4.40161303069394,0.0464399099999999
4.58827214133899,0.412154195
3.13756122879112,0.325079366
4.3806347454329,0.185759638
5.54618872015307,0.0754648529999999
5.34183053771666,0.255419502
4.63276278286706,0.429569161
4.09833456812705,0.296054422
2.72605035446996,0.0580498859999998
4.89780904534098,0.412154195
4.90974741142619,0.325079366
4.65527746168729,0.191564626
5.51682913347494,0.0638548759999999
4.60617421218825,0.110294785
3.61960222622049,0.232199547
4.23908944638302,0.238004536
4.88934756742598,0.325079365
3.76254601610932,0.179954649
